run_id,cn_file,INP_count_recomputed,INP_count_ice,INP_count_abs_diff,INP_count_rel_diff_display,INP_cn_0_recomputed,INP_cn_0_ice,INP_cn_0_abs_diff,INP_cn_0_rel_diff_display,INP_cn_flush_recomputed,INP_cn_flush_ice,INP_cn_flush_abs_diff,INP_cn_flush_rel_diff_display,dt_inferred_s,t_flush_s,t_exp_s,flow_flush_mean,flow_exp_mean
6,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_6_cn.txt,76.0,76.0,0.0,0.000000,25.889967637540455,25.887,0.002967637540454149,0.011464,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5102702702702695,3.2616666666666667
6,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_6_cn_1sec.txt,76.0,76.0,0.0,0.000000,25.337556259376566,25.887,0.5494437406234347,2.122470,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.510365296803652,3.272181818181818
7,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_7_cn.txt,159.0,159.0,0.0,0.000000,53.55338497810711,53.571,0.017615021892886773,0.032882,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5099999999999993,3.2988888888888885
7,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_7_cn_1sec.txt,159.0,159.0,0.0,0.000000,51.814034325439934,53.571,1.756965674560064,3.279695,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5101834862385313,3.287857142857143
8,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_8_cn.txt,491.0,491.0,0.0,0.000000,163.99465597862394,164.013,0.018344021376066166,0.011184,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.51027027027027,3.3266666666666667
8,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_8_cn_1sec.txt,491.0,491.0,0.0,0.000000,160.54495912806544,164.013,3.468040871934562,2.114491,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.510456621004565,3.3363636363636355
9,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_9_cn.txt,68.0,68.0,0.0,0.000000,22.980736735383573,22.985,0.004263264616426454,0.018548,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.510405405405405,3.287777777777778
9,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_9_cn_1sec.txt,68.0,68.0,0.0,0.000000,22.04213938411669,22.985,0.9428606158833084,4.102069,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5105963302752285,3.3053571428571433
10,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_10_cn.txt,1.0,1.0,0.0,0.000000,0.35063113604488083,0.351,0.0003688639551191475,0.105089,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.511081081081081,3.1688888888888886
10,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_10_cn_1sec.txt,1.0,1.0,0.0,0.000000,0.3360779700890607,0.351,0.014922029910939272,4.251291,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5113302752293567,3.1880357142857143
11,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_11_cn.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.21532001937880177,0.215,0.00032001937880177245,0.148846,3.0,222.0,54.0,2.5104054054054052,3.16
11,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_11_cn_1sec.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.21923414206372407,0.215,0.004234142063724078,1.969368,1.0,218.0,56.0,2.510825688073394,3.1725
12,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_12_cn.txt,2.0,2.0,0.0,0.000000,0.7034822370735138,0.703,0.00048223707351380263,0.068597,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5099999999999993,3.1588888888888893
12,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_12_cn_1sec.txt,2.0,2.0,0.0,0.000000,0.6744983418582429,0.703,0.02850165814175709,4.054290,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5100917431192653,3.1769642857142855
13,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_13_cn.txt,3.0,3.0,0.0,0.000000,1.0518934081346425,1.052,0.0001065918653575526,0.010132,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5101351351351346,3.1688888888888886
13,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_13_cn_1sec.txt,3.0,3.0,0.0,0.000000,1.0299839780270084,1.052,0.022016021972991684,2.092778,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.5101826484018255,3.177454545454546
14,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_14_cn.txt,17.0,17.0,0.0,0.000000,5.898681471200555,5.899,0.0003185287994451613,0.005400,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5099999999999993,3.2022222222222223
14,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_14_cn_1sec.txt,17.0,17.0,0.0,0.000000,5.774129634871213,5.899,0.12487036512878724,2.116806,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.5101376146788983,3.2118181818181823
15,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_15_cn.txt,50.0,50.0,0.0,0.000000,17.205781142463866,17.207,0.0012188575361342657,0.007083,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.510135135135134,3.228888888888889
15,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_15_cn_1sec.txt,50.0,50.0,0.0,0.000000,16.842578037278244,17.207,0.36442196272175664,2.117870,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.5100456621004557,3.238545454545454
16,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_16_cn.txt,82.0,82.0,0.0,0.000000,27.995903038579723,27.997,0.0010969614202771538,0.003918,0.10766580534022394,0.108,0.0003341946597760631,0.309439,3.0,222.0,54.0,2.51027027027027,3.2544444444444443
16,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_16_cn_1sec.txt,82.0,82.0,0.0,0.000000,27.4048905475408,27.997,0.5921094524592014,2.114903,0.10914448911283726,0.108,0.0011444891128372658,1.059712,1.0,219.0,55.0,2.5101826484018255,3.264181818181818
17,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_17_cn.txt,267.0,267.0,0.0,0.000000,90.09617006917499,90.101,0.00482993082501082,0.005361,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.51027027027027,3.2927777777777774
17,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_17_cn_1sec.txt,267.0,267.0,0.0,0.000000,86.4264134656884,90.101,3.674586534311601,4.078297,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5106880733944945,3.3099999999999996
18,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_18_cn.txt,1018.0,1018.0,0.0,0.000000,339.6163469557964,339.654,0.037653044203580066,0.011086,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5120270270270266,3.3305555555555557
18,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_18_cn_1sec.txt,1018.0,1018.0,0.0,0.000000,327.3136487862387,339.654,12.340351213761323,3.633212,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.511926605504587,3.332321428571429
19,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_19_cn.txt,57.0,57.0,0.0,0.000000,19.26001013684744,19.258,0.002010136847442112,0.010438,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5127027027027027,3.288333333333333
19,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_19_cn_1sec.txt,57.0,57.0,0.0,0.000000,18.486486486486484,19.258,0.7715135135135149,4.006197,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.512706422018348,3.3035714285714284
20,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_20_cn.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.512972972972973,3.1738888888888885
20,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_20_cn_1sec.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.513165137614678,3.1925
21,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_21_cn.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5148648648648653,3.151666666666667
21,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_21_cn_1sec.txt,0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5145412844036694,3.170714285714286
22,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_22_cn.txt,1.0,1.0,0.0,0.000000,0.35236081747709647,0.352,0.0003608174770964867,0.102505,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5104054054054052,3.1533333333333338
22,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_22_cn_1sec.txt,1.0,1.0,0.0,0.000000,0.3377427526034337,0.352,0.014257247396566253,4.050354,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.51091743119266,3.1723214285714287
23,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_23_cn.txt,1.0,1.0,0.0,0.000000,0.35063113604488083,0.351,0.0003688639551191475,0.105089,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5101351351351346,3.1688888888888886
23,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_23_cn_1sec.txt,1.0,1.0,0.0,0.000000,0.34315127251930216,0.351,0.007848727480697815,2.236105,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.5104566210045656,3.17909090909091
24,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_24_cn.txt,19.0,19.0,0.0,0.000000,6.591500433651345,6.592,0.0004995663486546675,0.007578,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5099999999999993,3.2027777777777775
24,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_24_cn_1sec.txt,19.0,19.0,0.0,0.000000,6.452343219379668,6.592,0.1396567806203315,2.118580,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.510136986301369,3.212363636363637
25,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_25_cn.txt,27.0,27.0,0.0,0.000000,9.284731774415405,9.283,0.0017317744154059511,0.018655,0.10766580534022394,0.108,0.0003341946597760631,0.309439,3.0,222.0,54.0,2.51027027027027,3.231111111111111
25,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_25_cn_1sec.txt,27.0,27.0,0.0,0.000000,8.998000444345701,9.283,0.2849995556542986,3.070123,0.1096310913775147,0.108,0.0016310913775147012,1.510270,1.0,218.0,56.0,2.5105045871559626,3.215
26,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_26_cn.txt,106.0,106.0,0.0,0.000000,36.09124957439565,36.108,0.016750425604350028,0.046390,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.5101351351351346,3.2633333333333328
26,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_26_cn_1sec.txt,106.0,106.0,0.0,0.000000,35.34511503834611,36.108,0.7628849616538886,2.112787,0.0,0.0,0.0,NA(denominator=0),1.0,219.0,55.0,2.5102739726027385,3.271636363636364
27,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_27_cn.txt,469.0,469.0,0.0,0.000000,158.33896016205264,158.303,0.03596016205264618,0.022716,0.0,0.0,0.0,NA(denominator=0),3.0,222.0,54.0,2.511081081081081,3.2911111111111113
27,D:\Download\PINE-07-06\20260410_test\L1_Data\exportdata\exportdata_cn\OP1\PINE-07-06_20260410_test_op_id_1_run_id_27_cn_1sec.txt,469.0,469.0,0.0,0.000000,151.83726326013058,158.303,6.465736739869413,4.084406,0.0,0.0,0.0,NA(denominator=0),1.0,218.0,56.0,2.5114220183486236,3.3094642857142853
